caseid,createdatetime,fab,subject,username,productname,issuetype
case-20260605-00320,2026/6/5 8:42:52 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Tool-86的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,david_li,tcs/tap,設備通訊
case-20260605-00321,2026/6/5 3:33:45 PM,F12A,[fdc alarm:感測器異常]f12a_Tool-24的單一Sensor SVID採樣週期跳動,sam_liu,fdc,感測器異常
case-20260605-00322,2026/6/5 4:57:32 PM,F15,[fdc alarm:模型維護]f15_Tool-31的例行性FDC演算法閾值微調驗證,david_li,fdc,模型維護
case-20260605-00323,2026/6/5 4:28:07 PM,F18,[fdc alarm:資料採集]f18_Tool-21的短暫網路震盪導致FDC Log採集延遲,david_li,fdc,資料採集
case-20260605-00324,2026/6/5 3:08:32 PM,F14B,[others alarm:帳號與權限]f14b_Tool-81的廠端新進作業員申請基礎檢視權限,chris_chao,others,帳號與權限
case-20260606-00325,2026/6/6 8:19:46 PM,F14B,[ees alarm:PM保養]f14b_General的年度PM完成後於EES點選完工無法同步更新狀態,alex_chen,ees,PM保養
case-20260606-00326,2026/6/6 7:13:37 PM,F12A,[ees alarm:PM保養]f12a_Tool-99的年度PM完成後於EES點選完工無法同步更新狀態,john_lin,ees,PM保養
case-20260606-00327,2026/6/6 4:03:59 PM,F14B,[ees alarm:帳號與權限]f14b_General的廠端新進作業員申請基礎檢視權限,john_lin,ees,帳號與權限
case-20260606-00328,2026/6/6 8:08:49 PM,F14A,[tcs/tap alarm:系統效能]f14a_Tool-58的尖峰排程時段TCS主機反應時間稍有波動,chris_chao,tcs/tap,系統效能
case-20260606-00329,2026/6/6 2:05:43 PM,F18,[fdc alarm:腔體警報]f18_Tool-25的腔體即時壓力短暫碰觸UCL邊界,kevin_wang,fdc,腔體警報
case-20260606-00330,2026/6/6 4:25:33 PM,F18,[fdc alarm:感測器異常]f18_Tool-10的單一Sensor SVID採樣週期跳動,kevin_wang,fdc,感測器異常
case-20260606-00331,2026/6/6 3:43:46 PM,F15,[others alarm:帳號與權限]f15_General的工程師忘記密碼導致帳號被鎖定,chris_chao,others,帳號與權限
case-20260606-00332,2026/6/6 11:29:22 AM,F14A,[others alarm:週邊設備]f14a_General的標籤列印機無法收到網路列印指令,kevin_wang,others,週邊設備
case-20260607-00333,2026/6/7 8:51:42 AM,F15,[ees alarm:配方管理]f15_Tool-12的修改參數後上傳EES主機回應逾時,chris_chao,ees,配方管理
case-20260607-00334,2026/6/7 9:06:38 AM,F14B,[tcs/tap alarm:派工作業]f14b_Tool-16的機台換批時派工佇列稍有延遲重整後正常,alex_chen,tcs/tap,派工作業
case-20260607-00335,2026/6/7 8:25:28 AM,F15,[fdc alarm:感測器異常]f15_General的單一Sensor SVID採樣週期跳動,david_li,fdc,感測器異常
case-20260607-00336,2026/6/7 10:32:18 AM,F18,[fdc alarm:模型維護]f18_Tool-83的例行性FDC演算法閾值微調驗證,david_li,fdc,模型維護
case-20260607-00337,2026/6/7 11:19:56 AM,F18,[fdc alarm:模型維護]f18_Tool-62的例行性FDC演算法閾值微調驗證,kevin_wang,fdc,模型維護
case-20260607-00338,2026/6/7 8:35:37 AM,F18,[others alarm:帳號與權限]f18_Tool-81的廠端新進作業員申請基礎檢視權限,kevin_wang,others,帳號與權限
case-20260607-00339,2026/6/7 8:22:41 AM,F15,[others alarm:帳號與權限]f15_General的廠端新進作業員申請基礎檢視權限,chris_chao,others,帳號與權限
case-20260608-00340,2026/6/8 10:19:24 AM,F15,[ees alarm:零件壽命]f15_Tool-38的更換消耗性零件後EES介面仍顯示壽命過期警告,kevin_wang,ees,零件壽命
case-20260608-00341,2026/6/8 7:09:51 PM,F12A,[ees alarm:配方管理]f12a_Tool-63的修改參數後上傳EES主機回應逾時,tony_chang,ees,配方管理
case-20260608-00342,2026/6/8 11:16:13 AM,F18,[tcs/tap alarm:系統效能]f18_General的尖峰排程時段TCS主機反應時間稍有波動,sam_liu,tcs/tap,系統效能
case-20260608-00343,2026/6/8 1:05:34 PM,F12A,[tcs/tap alarm:報表與查詢]f12a_General的工程師申請匯出昨日OHT搬運統計報表,david_li,tcs/tap,報表與查詢
case-20260608-00344,2026/6/8 5:02:55 PM,F12B,[fdc alarm:腔體警報]f12b_Tool-85的腔體即時壓力短暫碰觸UCL邊界,john_lin,fdc,腔體警報
case-20260608-00345,2026/6/8 3:13:55 PM,F14A,[fdc alarm:腔體警報]f14a_Tool-11的腔體即時壓力短暫碰觸UCL邊界,sam_liu,fdc,腔體警報
case-20260608-00346,2026/6/8 11:47:07 AM,F12B,[fdc alarm:資料採集]f12b_Tool-36的短暫網路震盪導致FDC Log採集延遲,tony_chang,fdc,資料採集
case-20260608-00347,2026/6/8 4:20:49 PM,F14B,[others alarm:帳號與權限]f14b_Tool-93的廠端新進作業員申請基礎檢視權限,eric_huang,others,帳號與權限
case-20260609-00348,2026/6/9 12:23:32 PM,F14B,[ees alarm:帳號與權限]f14b_General的廠端新進作業員申請基礎檢視權限,tony_chang,ees,帳號與權限
case-20260609-00349,2026/6/9 8:53:20 PM,F14A,[ees alarm:PM保養]f14a_General的年度PM完成後於EES點選完工無法同步更新狀態,david_li,ees,PM保養
case-20260609-00350,2026/6/9 11:47:09 AM,F14A,[tcs/tap alarm:帳號與權限]f14a_Tool-84的作業員請假交接暫時調整TAP機台控制權限,alex_chen,tcs/tap,帳號與權限
case-20260609-00351,2026/6/9 7:26:18 PM,F12B,[tcs/tap alarm:系統效能]f12b_General的尖峰排程時段TCS主機反應時間稍有波動,kevin_wang,tcs/tap,系統效能
case-20260609-00352,2026/6/9 5:53:15 PM,F15,[tcs/tap alarm:自動搬運]f15_Tool-97的自動搬運系統指令重試後成功進料,tony_chang,tcs/tap,自動搬運
case-20260609-00353,2026/6/9 8:52:31 PM,F14B,[fdc alarm:模型維護]f14b_General的例行性FDC演算法閾值微調驗證,tony_chang,fdc,模型維護
case-20260609-00354,2026/6/9 10:08:46 AM,F12B,[fdc alarm:感測器異常]f12b_Tool-79的單一Sensor SVID採樣週期跳動,tony_chang,fdc,感測器異常
case-20260609-00355,2026/6/9 8:53:54 AM,F18,[others alarm:帳號與權限]f18_General的工程師忘記密碼導致帳號被鎖定,john_lin,others,帳號與權限
case-20260609-00356,2026/6/9 2:08:53 PM,F12A,[others alarm:帳號與權限]f12a_Tool-11的工程師忘記密碼導致帳號被鎖定,david_li,others,帳號與權限
case-20260609-00357,2026/6/9 4:29:23 PM,F15,[others alarm:帳號與權限]f15_Tool-88的廠端新進作業員申請基礎檢視權限,alex_chen,others,帳號與權限
case-20260610-00358,2026/6/10 3:01:00 PM,F12A,[ees alarm:零件壽命]f12a_General的更換消耗性零件後EES介面仍顯示壽命過期警告,chris_chao,ees,零件壽命
case-20260610-00359,2026/6/10 4:18:01 PM,F12B,[ees alarm:PM保養]f12b_General的年度PM完成後於EES點選完工無法同步更新狀態,chris_chao,ees,PM保養
case-20260610-00360,2026/6/10 4:09:15 PM,F15,[ees alarm:零件壽命]f15_Tool-55的更換消耗性零件後EES介面仍顯示壽命過期警告,david_li,ees,零件壽命
case-20260610-00361,2026/6/10 9:23:25 AM,F15,[tcs/tap alarm:報表與查詢]f15_General的工程師申請匯出昨日OHT搬運統計報表,tony_chang,tcs/tap,報表與查詢
case-20260610-00362,2026/6/10 11:19:43 AM,F18,[tcs/tap alarm:設備通訊]f18_Tool-93的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,john_lin,tcs/tap,設備通訊
case-20260610-00363,2026/6/10 2:24:24 PM,F12A,[fdc alarm:腔體警報]f12a_Tool-99的腔體即時壓力短暫碰觸UCL邊界,tony_chang,fdc,腔體警報
case-20260610-00364,2026/6/10 3:54:27 PM,F15,[others alarm:週邊設備]f15_Tool-22的標籤列印機無法收到網路列印指令,sam_liu,others,週邊設備
case-20260611-00365,2026/6/11 11:13:57 AM,F14A,[ees alarm:PM保養]f14a_General的年度PM完成後於EES點選完工無法同步更新狀態,tony_chang,ees,PM保養
case-20260611-00366,2026/6/11 12:57:34 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Tool-50的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,alex_chen,tcs/tap,設備通訊
case-20260611-00367,2026/6/11 11:37:09 AM,F12A,[tcs/tap alarm:帳號與權限]f12a_General的作業員請假交接暫時調整TAP機台控制權限,chris_chao,tcs/tap,帳號與權限
case-20260611-00368,2026/6/11 11:36:53 AM,F18,[tcs/tap alarm:系統效能]f18_Tool-52的尖峰排程時段TCS主機反應時間稍有波動,chris_chao,tcs/tap,系統效能
case-20260611-00369,2026/6/11 10:50:44 AM,F15,[fdc alarm:感測器異常]f15_Tool-54的單一Sensor SVID採樣週期跳動,john_lin,fdc,感測器異常
case-20260611-00370,2026/6/11 9:27:14 AM,F14A,[fdc alarm:資料採集]f14a_Tool-88的短暫網路震盪導致FDC Log採集延遲,john_lin,fdc,資料採集
case-20260611-00371,2026/6/11 8:20:01 PM,F14B,[fdc alarm:資料採集]f14b_Tool-55的短暫網路震盪導致FDC Log採集延遲,eric_huang,fdc,資料採集
case-20260611-00372,2026/6/11 10:43:37 AM,F12A,[others alarm:帳號與權限]f12a_Tool-47的工程師忘記密碼導致帳號被鎖定,chris_chao,others,帳號與權限
case-20260611-00373,2026/6/11 7:04:05 PM,F12B,[others alarm:週邊設備]f12b_General的標籤列印機無法收到網路列印指令,eric_huang,others,週邊設備
case-20260612-00374,2026/6/12 7:24:20 PM,F12A,[ees alarm:零件壽命]f12a_General的更換消耗性零件後EES介面仍顯示壽命過期警告,sam_liu,ees,零件壽命
case-20260612-00375,2026/6/12 1:48:17 PM,F12B,[tcs/tap alarm:系統效能]f12b_General的尖峰排程時段TCS主機反應時間稍有波動,john_lin,tcs/tap,系統效能
case-20260612-00376,2026/6/12 3:35:35 PM,F12A,[tcs/tap alarm:自動搬運]f12a_General的自動搬運系統指令重試後成功進料,chris_chao,tcs/tap,自動搬運
case-20260612-00377,2026/6/12 9:38:38 AM,F14B,[fdc alarm:資料採集]f14b_General的短暫網路震盪導致FDC Log採集延遲,sam_liu,fdc,資料採集
case-20260612-00378,2026/6/12 2:49:05 PM,F15,[fdc alarm:資料採集]f15_Tool-97的短暫網路震盪導致FDC Log採集延遲,david_li,fdc,資料採集
case-20260612-00379,2026/6/12 10:08:17 AM,F14A,[fdc alarm:腔體警報]f14a_Tool-18的腔體即時壓力短暫碰觸UCL邊界,eric_huang,fdc,腔體警報
case-20260612-00380,2026/6/12 12:26:19 PM,F12A,[others alarm:帳號與權限]f12a_General的工程師忘記密碼導致帳號被鎖定,tony_chang,others,帳號與權限
case-20260612-00381,2026/6/12 7:40:31 PM,F14B,[others alarm:帳號與權限]f14b_General的廠端新進作業員申請基礎檢視權限,david_li,others,帳號與權限
case-20260613-00382,2026/6/13 2:21:53 PM,F14A,[ees alarm:配方管理]f14a_Tool-65的修改參數後上傳EES主機回應逾時,chris_chao,ees,配方管理
case-20260613-00383,2026/6/13 1:38:44 PM,F14B,[tcs/tap alarm:系統效能]f14b_General的尖峰排程時段TCS主機反應時間稍有波動,david_li,tcs/tap,系統效能
case-20260613-00384,2026/6/13 1:18:47 PM,F15,[tcs/tap alarm:系統效能]f15_Tool-51的尖峰排程時段TCS主機反應時間稍有波動,tony_chang,tcs/tap,系統效能
case-20260613-00385,2026/6/13 8:25:23 PM,F15,[fdc alarm:腔體警報]f15_General的腔體即時壓力短暫碰觸UCL邊界,john_lin,fdc,腔體警報
case-20260613-00386,2026/6/13 6:49:35 PM,F18,[fdc alarm:資料採集]f18_Tool-36的短暫網路震盪導致FDC Log採集延遲,alex_chen,fdc,資料採集
case-20260613-00387,2026/6/13 7:04:52 PM,F18,[others alarm:帳號與權限]f18_Tool-91的廠端新進作業員申請基礎檢視權限,chris_chao,others,帳號與權限
case-20260613-00388,2026/6/13 11:16:42 AM,F18,[others alarm:帳號與權限]f18_Tool-58的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260614-00389,2026/6/14 5:30:37 PM,F15,[ees alarm:帳號與權限]f15_Tool-98的廠端新進作業員申請基礎檢視權限,chris_chao,ees,帳號與權限
case-20260614-00390,2026/6/14 4:02:50 PM,F18,[ees alarm:PM保養]f18_Tool-78的年度PM完成後於EES點選完工無法同步更新狀態,sam_liu,ees,PM保養
case-20260614-00391,2026/6/14 8:15:42 PM,F12B,[tcs/tap alarm:帳號與權限]f12b_Tool-15的作業員請假交接暫時調整TAP機台控制權限,sam_liu,tcs/tap,帳號與權限
case-20260614-00392,2026/6/14 6:41:25 PM,F14B,[fdc alarm:感測器異常]f14b_General的單一Sensor SVID採樣週期跳動,sam_liu,fdc,感測器異常
case-20260614-00393,2026/6/14 12:14:32 PM,F14B,[fdc alarm:資料採集]f14b_General的短暫網路震盪導致FDC Log採集延遲,david_li,fdc,資料採集
case-20260614-00394,2026/6/14 8:43:37 PM,F14A,[fdc alarm:感測器異常]f14a_Tool-71的單一Sensor SVID採樣週期跳動,kevin_wang,fdc,感測器異常
case-20260614-00395,2026/6/14 2:58:05 PM,F18,[others alarm:帳號與權限]f18_General的廠端新進作業員申請基礎檢視權限,john_lin,others,帳號與權限
case-20260614-00396,2026/6/14 1:29:50 PM,F15,[others alarm:帳號與權限]f15_Tool-70的工程師忘記密碼導致帳號被鎖定,david_li,others,帳號與權限
case-20260615-00397,2026/6/15 7:44:28 PM,F12A,[ees alarm:PM保養]f12a_General的年度PM完成後於EES點選完工無法同步更新狀態,sam_liu,ees,PM保養
case-20260615-00398,2026/6/15 8:54:21 AM,F18,[ees alarm:配方管理]f18_Tool-41的修改參數後上傳EES主機回應逾時,john_lin,ees,配方管理
case-20260615-00399,2026/6/15 10:21:35 AM,F14B,[tcs/tap alarm:系統效能]f14b_General的尖峰排程時段TCS主機反應時間稍有波動,chris_chao,tcs/tap,系統效能
case-20260615-00400,2026/6/15 6:11:11 PM,F14B,[tcs/tap alarm:帳號與權限]f14b_General的作業員請假交接暫時調整TAP機台控制權限,chris_chao,tcs/tap,帳號與權限
case-20260615-00401,2026/6/15 11:28:37 AM,F14B,[tcs/tap alarm:派工作業]f14b_General的機台換批時派工佇列稍有延遲重整後正常,chris_chao,tcs/tap,派工作業
case-20260615-00402,2026/6/15 12:48:45 PM,F15,[fdc alarm:腔體警報]f15_General的腔體即時壓力短暫碰觸UCL邊界,john_lin,fdc,腔體警報
case-20260615-00403,2026/6/15 1:12:29 PM,F14A,[others alarm:週邊設備]f14a_Tool-72的標籤列印機無法收到網路列印指令,john_lin,others,週邊設備
case-20260615-00404,2026/6/15 6:20:38 PM,F15,[others alarm:帳號與權限]f15_General的工程師忘記密碼導致帳號被鎖定,chris_chao,others,帳號與權限
case-20260616-00405,2026/6/16 1:54:29 PM,F18,[ees alarm:PM保養]f18_Tool-48的年度PM完成後於EES點選完工無法同步更新狀態,kevin_wang,ees,PM保養
case-20260616-00406,2026/6/16 6:08:20 PM,F12B,[ees alarm:配方管理]f12b_General的修改參數後上傳EES主機回應逾時,john_lin,ees,配方管理
case-20260616-00407,2026/6/16 7:09:32 PM,F14B,[tcs/tap alarm:系統效能]f14b_Tool-83的尖峰排程時段TCS主機反應時間稍有波動,chris_chao,tcs/tap,系統效能
case-20260616-00408,2026/6/16 2:11:31 PM,F15,[tcs/tap alarm:自動搬運]f15_General的自動搬運系統指令重試後成功進料,kevin_wang,tcs/tap,自動搬運
case-20260616-00409,2026/6/16 10:20:53 AM,F15,[fdc alarm:模型維護]f15_General的例行性FDC演算法閾值微調驗證,tony_chang,fdc,模型維護
case-20260616-00410,2026/6/16 3:08:12 PM,F15,[others alarm:帳號與權限]f15_Tool-73的廠端新進作業員申請基礎檢視權限,chris_chao,others,帳號與權限
case-20260617-00411,2026/6/17 3:26:45 PM,F14B,[ees alarm:PM保養]f14b_General的年度PM完成後於EES點選完工無法同步更新狀態,tony_chang,ees,PM保養
case-20260617-00412,2026/6/17 8:48:14 PM,F12A,[ees alarm:零件壽命]f12a_General的更換消耗性零件後EES介面仍顯示壽命過期警告,eric_huang,ees,零件壽命
case-20260617-00413,2026/6/17 10:49:29 AM,F15,[ees alarm:PM保養]f15_Tool-83的年度PM完成後於EES點選完工無法同步更新狀態,tony_chang,ees,PM保養
case-20260617-00414,2026/6/17 8:34:52 PM,F15,[tcs/tap alarm:報表與查詢]f15_Tool-15的工程師申請匯出昨日OHT搬運統計報表,sam_liu,tcs/tap,報表與查詢
case-20260617-00415,2026/6/17 3:34:13 PM,F12A,[tcs/tap alarm:派工作業]f12a_Tool-93的機台換批時派工佇列稍有延遲重整後正常,chris_chao,tcs/tap,派工作業
case-20260617-00416,2026/6/17 8:28:16 AM,F12A,[fdc alarm:腔體警報]f12a_Tool-25的腔體即時壓力短暫碰觸UCL邊界,sam_liu,fdc,腔體警報
case-20260617-00417,2026/6/17 11:51:47 AM,F18,[fdc alarm:腔體警報]f18_Tool-64的腔體即時壓力短暫碰觸UCL邊界,sam_liu,fdc,腔體警報
case-20260617-00418,2026/6/17 10:50:13 AM,F12A,[others alarm:帳號與權限]f12a_Tool-78的廠端新進作業員申請基礎檢視權限,david_li,others,帳號與權限
case-20260617-00419,2026/6/17 5:34:10 PM,F18,[others alarm:週邊設備]f18_General的標籤列印機無法收到網路列印指令,sam_liu,others,週邊設備
case-20260617-00420,2026/6/17 12:54:32 PM,F12B,[others alarm:帳號與權限]f12b_Tool-62的工程師忘記密碼導致帳號被鎖定,john_lin,others,帳號與權限
case-20260618-00421,2026/6/18 6:08:44 PM,F12B,[ees alarm:零件壽命]f12b_General的更換消耗性零件後EES介面仍顯示壽命過期警告,kevin_wang,ees,零件壽命
case-20260618-00422,2026/6/18 11:48:53 AM,F14B,[ees alarm:零件壽命]f14b_General的更換消耗性零件後EES介面仍顯示壽命過期警告,chris_chao,ees,零件壽命
case-20260618-00423,2026/6/18 2:24:28 PM,F18,[tcs/tap alarm:系統效能]f18_Tool-21的尖峰排程時段TCS主機反應時間稍有波動,john_lin,tcs/tap,系統效能
case-20260618-00424,2026/6/18 4:47:17 PM,F14B,[tcs/tap alarm:帳號與權限]f14b_Tool-51的作業員請假交接暫時調整TAP機台控制權限,sam_liu,tcs/tap,帳號與權限
case-20260618-00425,2026/6/18 8:55:49 AM,F18,[tcs/tap alarm:報表與查詢]f18_Tool-91的工程師申請匯出昨日OHT搬運統計報表,john_lin,tcs/tap,報表與查詢
case-20260618-00426,2026/6/18 1:54:04 PM,F12B,[fdc alarm:資料採集]f12b_Tool-37的短暫網路震盪導致FDC Log採集延遲,chris_chao,fdc,資料採集
case-20260618-00427,2026/6/18 12:20:53 PM,F14A,[fdc alarm:資料採集]f14a_Tool-26的短暫網路震盪導致FDC Log採集延遲,eric_huang,fdc,資料採集
case-20260618-00428,2026/6/18 8:21:57 PM,F12A,[fdc alarm:資料採集]f12a_General的短暫網路震盪導致FDC Log採集延遲,alex_chen,fdc,資料採集
case-20260618-00429,2026/6/18 9:59:54 AM,F14B,[others alarm:帳號與權限]f14b_Tool-64的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260619-00430,2026/6/19 10:56:41 AM,F12B,[ees alarm:PM保養]f12b_Tool-45的年度PM完成後於EES點選完工無法同步更新狀態,eric_huang,ees,PM保養
case-20260619-00431,2026/6/19 6:23:16 PM,F14A,[ees alarm:配方管理]f14a_Tool-93的修改參數後上傳EES主機回應逾時,john_lin,ees,配方管理
case-20260619-00432,2026/6/19 8:25:40 AM,F18,[ees alarm:帳號與權限]f18_Tool-39的廠端新進作業員申請基礎檢視權限,eric_huang,ees,帳號與權限
case-20260619-00433,2026/6/19 9:45:06 AM,F12B,[tcs/tap alarm:帳號與權限]f12b_Tool-26的作業員請假交接暫時調整TAP機台控制權限,alex_chen,tcs/tap,帳號與權限
case-20260619-00434,2026/6/19 11:33:43 AM,F12A,[tcs/tap alarm:自動搬運]f12a_General的自動搬運系統指令重試後成功進料,tony_chang,tcs/tap,自動搬運
case-20260619-00435,2026/6/19 9:55:27 AM,F14B,[tcs/tap alarm:系統效能]f14b_General的尖峰排程時段TCS主機反應時間稍有波動,kevin_wang,tcs/tap,系統效能
case-20260619-00436,2026/6/19 7:51:06 PM,F14A,[fdc alarm:模型維護]f14a_General的例行性FDC演算法閾值微調驗證,john_lin,fdc,模型維護
case-20260619-00437,2026/6/19 2:49:52 PM,F18,[others alarm:帳號與權限]f18_Tool-28的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260620-00438,2026/6/20 5:00:39 PM,F14B,[ees alarm:配方管理]f14b_General的修改參數後上傳EES主機回應逾時,kevin_wang,ees,配方管理
case-20260620-00439,2026/6/20 6:47:09 PM,F15,[ees alarm:PM保養]f15_Tool-37的年度PM完成後於EES點選完工無法同步更新狀態,chris_chao,ees,PM保養
case-20260620-00440,2026/6/20 9:08:48 AM,F15,[ees alarm:帳號與權限]f15_Tool-54的廠端新進作業員申請基礎檢視權限,john_lin,ees,帳號與權限
case-20260620-00441,2026/6/20 8:08:15 PM,F18,[tcs/tap alarm:帳號與權限]f18_General的作業員請假交接暫時調整TAP機台控制權限,eric_huang,tcs/tap,帳號與權限
case-20260620-00442,2026/6/20 5:38:46 PM,F18,[tcs/tap alarm:報表與查詢]f18_General的工程師申請匯出昨日OHT搬運統計報表,eric_huang,tcs/tap,報表與查詢
case-20260620-00443,2026/6/20 11:33:38 AM,F18,[fdc alarm:感測器異常]f18_General的單一Sensor SVID採樣週期跳動,david_li,fdc,感測器異常
case-20260620-00444,2026/6/20 8:57:50 PM,F14B,[fdc alarm:腔體警報]f14b_General的腔體即時壓力短暫碰觸UCL邊界,david_li,fdc,腔體警報
case-20260620-00445,2026/6/20 6:38:04 PM,F14A,[others alarm:帳號與權限]f14a_Tool-26的廠端新進作業員申請基礎檢視權限,alex_chen,others,帳號與權限
case-20260620-00446,2026/6/20 5:26:23 PM,F14B,[others alarm:帳號與權限]f14b_Tool-19的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260621-00447,2026/6/21 9:00:16 AM,F12A,[ees alarm:零件壽命]f12a_Tool-60的更換消耗性零件後EES介面仍顯示壽命過期警告,david_li,ees,零件壽命
case-20260621-00448,2026/6/21 6:45:32 PM,F14B,[ees alarm:配方管理]f14b_Tool-20的修改參數後上傳EES主機回應逾時,chris_chao,ees,配方管理
case-20260621-00449,2026/6/21 12:05:19 PM,F15,[ees alarm:零件壽命]f15_Tool-29的更換消耗性零件後EES介面仍顯示壽命過期警告,john_lin,ees,零件壽命
case-20260621-00450,2026/6/21 5:40:48 PM,F14A,[tcs/tap alarm:設備通訊]f14a_Tool-40的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,john_lin,tcs/tap,設備通訊
case-20260621-00451,2026/6/21 11:05:59 AM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-87的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,chris_chao,tcs/tap,設備通訊
case-20260621-00452,2026/6/21 6:47:42 PM,F12A,[fdc alarm:腔體警報]f12a_General的腔體即時壓力短暫碰觸UCL邊界,kevin_wang,fdc,腔體警報
case-20260621-00453,2026/6/21 7:00:10 PM,F14A,[fdc alarm:腔體警報]f14a_Tool-43的腔體即時壓力短暫碰觸UCL邊界,tony_chang,fdc,腔體警報
case-20260621-00454,2026/6/21 10:47:49 AM,F18,[others alarm:帳號與權限]f18_Tool-13的廠端新進作業員申請基礎檢視權限,eric_huang,others,帳號與權限
case-20260621-00455,2026/6/21 8:27:17 PM,F14A,[others alarm:週邊設備]f14a_Tool-83的標籤列印機無法收到網路列印指令,john_lin,others,週邊設備
case-20260622-00456,2026/6/22 3:29:32 PM,F12A,[ees alarm:配方管理]f12a_Tool-82的修改參數後上傳EES主機回應逾時,sam_liu,ees,配方管理
case-20260622-00457,2026/6/22 10:16:49 AM,F15,[tcs/tap alarm:派工作業]f15_Tool-24的機台換批時派工佇列稍有延遲重整後正常,john_lin,tcs/tap,派工作業
case-20260622-00458,2026/6/22 7:32:00 PM,F12A,[tcs/tap alarm:系統效能]f12a_General的尖峰排程時段TCS主機反應時間稍有波動,alex_chen,tcs/tap,系統效能
case-20260622-00459,2026/6/22 2:58:09 PM,F12A,[fdc alarm:資料採集]f12a_Tool-93的短暫網路震盪導致FDC Log採集延遲,kevin_wang,fdc,資料採集
case-20260622-00460,2026/6/22 11:20:15 AM,F18,[fdc alarm:感測器異常]f18_General的單一Sensor SVID採樣週期跳動,chris_chao,fdc,感測器異常
case-20260622-00461,2026/6/22 1:07:32 PM,F12B,[others alarm:週邊設備]f12b_General的標籤列印機無法收到網路列印指令,alex_chen,others,週邊設備
case-20260622-00462,2026/6/22 8:25:04 AM,F14A,[others alarm:帳號與權限]f14a_Tool-49的廠端新進作業員申請基礎檢視權限,tony_chang,others,帳號與權限
case-20260622-00463,2026/6/22 9:35:29 AM,F14A,[others alarm:週邊設備]f14a_General的標籤列印機無法收到網路列印指令,alex_chen,others,週邊設備
case-20260623-00464,2026/6/23 7:39:15 PM,F14A,[ees alarm:配方管理]f14a_Tool-73的修改參數後上傳EES主機回應逾時,tony_chang,ees,配方管理
case-20260623-00465,2026/6/23 7:57:34 PM,F12B,[ees alarm:帳號與權限]f12b_General的廠端新進作業員申請基礎檢視權限,david_li,ees,帳號與權限
case-20260623-00466,2026/6/23 11:34:22 AM,F14A,[tcs/tap alarm:報表與查詢]f14a_General的工程師申請匯出昨日OHT搬運統計報表,alex_chen,tcs/tap,報表與查詢
case-20260623-00467,2026/6/23 7:46:19 PM,F12B,[fdc alarm:資料採集]f12b_Tool-40的短暫網路震盪導致FDC Log採集延遲,john_lin,fdc,資料採集
case-20260623-00468,2026/6/23 3:03:09 PM,F12A,[fdc alarm:腔體警報]f12a_General的腔體即時壓力短暫碰觸UCL邊界,eric_huang,fdc,腔體警報
case-20260623-00469,2026/6/23 2:44:57 PM,F14B,[others alarm:週邊設備]f14b_Tool-20的標籤列印機無法收到網路列印指令,sam_liu,others,週邊設備
case-20260623-00470,2026/6/23 9:32:08 AM,F12A,[others alarm:帳號與權限]f12a_Tool-17的廠端新進作業員申請基礎檢視權限,chris_chao,others,帳號與權限
case-20260623-00471,2026/6/23 6:08:15 PM,F14A,[others alarm:週邊設備]f14a_Tool-60的標籤列印機無法收到網路列印指令,eric_huang,others,週邊設備
case-20260624-00472,2026/6/24 1:20:28 PM,F12B,[ees alarm:配方管理]f12b_General的修改參數後上傳EES主機回應逾時,eric_huang,ees,配方管理
case-20260624-00473,2026/6/24 10:49:49 AM,F12B,[ees alarm:帳號與權限]f12b_General的廠端新進作業員申請基礎檢視權限,john_lin,ees,帳號與權限
case-20260624-00474,2026/6/24 3:20:26 PM,F15,[ees alarm:配方管理]f15_General的修改參數後上傳EES主機回應逾時,john_lin,ees,配方管理
case-20260624-00475,2026/6/24 12:29:16 PM,F12A,[tcs/tap alarm:報表與查詢]f12a_General的工程師申請匯出昨日OHT搬運統計報表,john_lin,tcs/tap,報表與查詢
case-20260624-00476,2026/6/24 12:52:45 PM,F12B,[tcs/tap alarm:派工作業]f12b_Tool-51的機台換批時派工佇列稍有延遲重整後正常,alex_chen,tcs/tap,派工作業
case-20260624-00477,2026/6/24 7:15:22 PM,F15,[fdc alarm:模型維護]f15_General的例行性FDC演算法閾值微調驗證,chris_chao,fdc,模型維護
case-20260624-00478,2026/6/24 10:01:25 AM,F15,[others alarm:帳號與權限]f15_Tool-41的工程師忘記密碼導致帳號被鎖定,tony_chang,others,帳號與權限
case-20260624-00479,2026/6/24 3:06:51 PM,F12A,[others alarm:帳號與權限]f12a_General的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
